activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,1,2,2,2,205000.0,48.78,4.0,0.082,2,1262.6,NA,350.0,,,360,NA,72,2,2,2,2,415000,1,1,3,5,1,NA,160,<20%,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,5622,6.51,86900,114,2063,2449,45
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073002301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,2,0,2,1,32,1,2,2,2,165000.0,45.676,3.625,-0.002,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,110,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,2,,,,,10,,,,3328,5.26,86900,95,1035,1290,54
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,1,2,2,1,75000.0,44.0,4.85,NA,3,NA,NA,NA,NA,NA,72,NA,NA,2,2,2,2,85000,1,1,3,5,1,NA,175,NA,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,4657,11.17,81500,87,1216,1685,62
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,31,1,2,2,1,175000.0,60.51,3.75,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,1,2,285000,1,3,3,5,4,NA,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,4923,23.62,81500,85,1265,1806,47
2022,549300ZAI389CEN8VG51,48140,WI,55069,55069960900,NA,Conventional:First Lien,Multifamily:Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,1,2,2,1,185000.0,56.0,3.625,NA,3,NA,NA,NA,NA,NA,36,NA,NA,2,2,1,2,325000,1,3,3,5,5-24,NA,205,NA,3,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,2637,8.12,86900,80,730,1269,70
2022,549300ZAI389CEN8VG51,36780,WI,55139,55139001200,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,31,1,2,2,1,4235000.0,73.7,3.25,NA,3,NA,NA,NA,NA,NA,114,NA,NA,2,1,1,2,5745000,1,3,3,5,25-49,0,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,2054,14.07,85000,62,579,909,0
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073002200,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,0,2,1,32,1,2,2,2,115000.0,67.11,3.5,0.911,2,1057.06,NA,350.0,,,72,NA,NA,2,2,1,2,175000,2,1,1,1,1,NA,87,20%-<30%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,<25,<25,No,No,1,1,6,,,,,10,,,,3540,19.44,86900,77,1076,1329,47
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073002101,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,255000.0,58.34,4.0,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,1,2,435000,1,3,3,5,5-24,0,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,4349,6.32,86900,98,1333,1680,44
2022,549300ZAI389CEN8VG51,99999,WI,55099,55099970700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,31,1,2,2,2,55000.0,NA,2.5,NA,2,1517.3,NA,425.0,,,175,NA,NA,2,2,2,2,125000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2463,5.44,81500,84,944,1682,46
2022,549300ZAI389CEN8VG51,99999,WI,55097,55097960701,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,275000.0,80.0,4.0,-0.477,2,8747.95,NA,8034.8,,,360,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,181,20%-<30%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,2,,,,,10,,,,5502,10.87,81500,117,1536,1791,36
2022,549300ZAI389CEN8VG51,43100,WI,55117,55117010200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,32,1,2,2,2,435000.0,75.789,3.5,0.439,2,1814.4,NA,350.0,,,360,NA,72,2,2,2,2,575000,1,1,3,5,1,NA,175,20%-<30%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,6,,,,,10,,,,4718,11.81,84600,109,1623,1800,42
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,1,2,2,2,145000.0,52.65,3.5,0.336,3,1165.2,NA,350.0,,,360,NA,72,2,2,2,2,285000,1,2,3,5,1,NA,129,45,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,4190,7.28,81500,94,1437,2254,43
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,55000.0,7.692,3.5,0.219,2,1573.15,NA,350.0,,,120,NA,72,2,2,2,2,655000,1,1,3,5,1,NA,50,20%-<30%,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,4281,8.27,86900,126,1424,1610,45
2022,549300ZAI389CEN8VG51,99999,WI,55141,55141010600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,295000.0,80.0,3.75,0.382,2,2333.15,NA,350.0,,0.03,360,NA,72,2,2,2,2,375000,1,1,3,5,2,NA,217,20%-<30%,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,1,1,6,,,,,10,,,,4527,13.54,81500,113,1049,1544,68
2022,549300ZAI389CEN8VG51,99999,WI,55067,55067960700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,1,1,2,2,2,155000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,90,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,4228,8.89,81500,91,1448,1909,64
2022,549300ZAI389CEN8VG51,99999,WI,55115,55115100300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,1,1,2,2,2,165000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,62,49,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,2,,,,,1,6,,,3697,11.5,81500,112,1518,1993,37
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,185000.0,80.0,5.0,0.063,2,5494.25,NA,4175.0,,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,71,30%-<36%,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,2,,,,,10,,,,2926,8.78,81500,82,767,1219,54
2022,549300ZAI389CEN8VG51,48140,WI,55069,55069960300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,2,0,2,1,1,1,2,2,2,355000.0,57.377,3.5,0.132,3,NA,NA,NA,NA,NA,360,NA,72,2,2,2,2,615000,1,1,3,5,1,NA,211,<20%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,Yes,Yes,1,1,6,,,,,10,,,,1851,4.32,86900,96,692,1872,38
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073000400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,1,1,1,1,2,2,2,145000.0,80.0,4.875,0.263,2,2864.25,NA,1475.0,,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,185,20%-<30%,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,45-54,No,No,1,1,2,,,,,10,,,,6219,24.76,86900,76,1261,1765,46
2022,549300ZAI389CEN8VG51,24580,WI,55009,55009940005,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,1,2,2,2,375000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,52,>60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,1,3,,,7279,22.56,90700,131,2044,2627,25
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,1,3,2,1,1,1,2,2,2,75000.0,48.387,4.75,0.433,2,1939.2,NA,612.5,,,180,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,82,<20%,3,10,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,2,,,,,10,,,,5565,4.29,86900,116,1886,2398,36
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,32,1,2,2,2,165000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,90,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,55-64,No,No,1,1,2,,,,,10,,,,3332,5.43,81500,92,1070,1424,47
2022,549300ZAI389CEN8VG51,33340,WI,55131,55131430100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,2,2,2,2,2,75000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,180,NA,72,2,2,2,2,NA,1,1,3,5,1,NA,194,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,6,,,,,10,,,,5646,6.43,96100,109,1887,2247,45
2022,549300ZAI389CEN8VG51,99999,WI,55075,55075960700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,1,2,2,2,125000.0,73.62,4.25,0.222,3,1581.95,NA,350.0,,,360,NA,72,2,2,2,2,165000,1,2,3,5,1,NA,122,39,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,3301,5.09,81500,74,1219,5195,41
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,32,1,2,2,2,215000.0,70.0,4.125,0.366,2,6150.15,NA,4887.5,,107.25,360,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,90,30%-<36%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,2,,,,,10,,,,4602,5.06,81500,90,1513,2113,38
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,1,1,2,2,2,85000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,72,2,2,2,2,NA,1,1,3,5,1,NA,47,NA,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,4,,,4923,23.62,81500,85,1265,1806,47
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,1,2,2,2,175000.0,71.02,3.75,0.026,2,2100.7,NA,350.0,,423.0,360,NA,72,2,2,2,2,245000,1,1,3,5,1,NA,57,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,4190,7.28,81500,94,1437,2254,43
2022,549300ZAI389CEN8VG51,99999,WI,55099,55099970400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,2,0,2,1,31,1,2,2,2,85000.0,28.119,4.0,0.286,3,NA,NA,NA,NA,NA,360,NA,72,2,2,2,2,295000,1,1,3,5,1,NA,86,<20%,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,1843,6.19,81500,81,757,1844,38
2022,549300ZAI389CEN8VG51,99999,WI,55113,55113100800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,1,1,1,1,2,2,2,145000.0,74.619,3.5,0.373,2,1588.15,NA,350.0,,,360,NA,72,2,2,2,2,195000,1,1,3,5,1,NA,93,<20%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,1753,10.44,81500,85,653,2205,37
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,4,0,2,1,1,1,2,2,2,175000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,113,NA,9,9,2,,,,,2,,,,,2,2,1,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,2,,,,,10,,,,4602,5.06,81500,90,1513,2113,38
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,4,1,2,2,2,155000.0,35.294,5.25,0.304,3,3118.4,NA,1925.0,,,360,NA,NA,2,2,2,2,425000,1,2,3,5,1,NA,147,20%-<30%,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,2,,,,,10,,,,1990,4.42,81500,92,858,1615,40
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,435000.0,95.0,6.0,0.865,2,2765.65,NA,1517.5,,3.64,360,NA,NA,2,2,2,2,465000,1,1,3,5,1,NA,119,39,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,Yes,1,1,2,,,,,10,,,,4923,23.62,81500,85,1265,1806,47
2022,549300ZAI389CEN8VG51,99999,WI,55078,55078940104,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,31,1,2,2,2,145000.0,71.5,3.75,0.719,2,1314.9,NA,782.5,,,240,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,125,20%-<30%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,2,,,,,10,,,,1562,75.93,81500,99,483,1280,33
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001900,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,4,2,2,2,2,35000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,120,NA,72,2,2,2,2,NA,1,1,3,5,1,NA,36,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,6,,,,,10,,,,5963,5.35,86900,110,1929,2255,47
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,2,2,405000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,-1,NA,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,3,1,,,5963,5.35,86900,110,1929,2255,47
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073002301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,2,2,65000.0,50.0,3.5,0.251,2,1732.65,NA,350.0,,,180,NA,72,2,2,2,2,125000,1,1,3,5,1,NA,36,36,9,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,6,,,,,10,,,,3328,5.26,86900,95,1035,1290,54
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,31,1,2,2,2,165000.0,59.091,4.0,1.118,2,4859.45,NA,4227.5,,,240,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,75,30%-<36%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,2873,4.73,81500,94,1013,1574,46
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073002200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,45000.0,47.34,4.0,0.243,3,1763.15,NA,350.0,,,360,NA,72,2,2,2,2,95000,1,2,3,5,1,NA,108,39,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,45-54,No,No,1,1,6,,,,,10,,,,3540,19.44,86900,77,1076,1329,47
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,32,1,2,2,2,405000.0,63.492,5.25,0.132,2,2990.7,NA,1625.0,,,360,NA,NA,2,2,2,2,635000,1,1,3,5,1,NA,110,45,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,2,,,,,10,,,,7302,11.27,86900,111,2407,2861,38
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,1,1,2,2,2,155000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,13,NA,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,,,,,6,,,,2926,8.78,81500,82,767,1219,54
2022,549300ZAI389CEN8VG51,99999,WI,55099,55099970600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,145000.0,90.0,3.5,0.09,3,1648.15,NA,350.0,,,360,NA,72,2,2,2,2,185000,1,2,3,5,1,NA,141,20%-<30%,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,6,,,,,10,,,,2246,3.47,81500,85,995,1890,44
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073000800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,1,1,1,1,2,2,2,165000.0,89.189,4.75,0.723,2,2064.2,NA,837.5,,,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,72,<20%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,2,,,,,10,,,,3557,10.91,86900,97,980,1256,69
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,2,0,2,1,1,1,2,2,2,225000.0,80.0,3.5,0.083,3,NA,NA,NA,NA,NA,360,NA,72,2,2,2,2,275000,1,1,3,5,1,NA,140,37,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,4923,23.62,81500,85,1265,1806,47
2022,549300ZAI389CEN8VG51,99999,WI,55125,55125950700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,1,2,2,2,195000.0,57.647,4.0,0.113,2,1020.95,NA,350.0,,,360,NA,72,2,2,2,2,345000,1,1,3,5,1,NA,121,41,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,4359,6.93,81500,105,1749,3939,38
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,31,1,2,2,2,45000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,72,2,2,2,2,NA,1,1,3,5,1,NA,38,NA,9,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,6,,,,,3,,,,4923,23.62,81500,85,1265,1806,47
2022,549300ZAI389CEN8VG51,99999,WI,55019,55019950200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,32,1,2,2,2,175000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,96,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,2,,,,,10,,,,4657,11.17,81500,87,1216,1685,62
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073002200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,32,1,2,2,2,55000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,72,2,2,2,2,NA,1,1,3,5,1,NA,52,39,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,<25,45-54,No,No,1,1,6,,,,,2,1,,,3540,19.44,86900,77,1076,1329,47
2022,549300ZAI389CEN8VG51,99999,WI,55119,55119960100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,2,0,2,1,32,1,2,2,2,175000.0,71.02,3.75,0.1,3,NA,NA,NA,NA,NA,360,NA,72,2,2,2,2,245000,1,1,3,5,1,NA,57,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,4190,7.28,81500,94,1437,2254,43
2022,549300ZAI389CEN8VG51,48140,WI,55073,55073001900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,365000.0,90.0,4.0,0.481,2,1032.4,NA,350.0,,,360,NA,72,2,2,2,2,455000,1,1,3,5,1,NA,107,30%-<36%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,1,1,6,,,,,10,,,,5963,5.35,86900,110,1929,2255,47
2022,549300ZAI389CEN8VG51,24580,WI,55009,55009000600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,1,1,1,1,2,2,2,195000.0,95.0,4.375,0.778,2,1612.25,NA,425.0,,,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,62,30%-<36%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,2,,,,,10,,,,3822,16.72,90700,93,1455,1799,62
